,Questions,Correct,A,B,C,D
2316,"This poet and essayist, often called the father of free verse, penned the poetry collection Leaves of Grass, which was initially described as obscene for its overt sexuality.
",Walt Whitman,Walt Whitman,Carl Sandburg,Robert Frost,T. S. Eliot
2317,"This American author, noted for his complex novels, wrote Gravitys Rainbow and The Crying of Lot 49.
",Thomas Pynchon,William Faulkner,Saul Bellow,William Saroyan,Thomas Pynchon
2318,"Who penned the epic Cold War history Underworld and the 2007 novel Falling Man, which focuses on the 9/11 terrorist attacks on the World Trade Center?
",Don DeLillo,William Burrows,Don DeLillo,Jack Kerouak,Ken Kesey
2319,"This novelist depicted the fictional characters Doctor Daneeka, Snowden, Milo Minderbinder, who are stationed on an island off the coast of Italy during World War II.
",Joseph Heller,Joseph Heller,J.D. Salinger,Edith Warton,Isaac Asimov
2320,"What is the subtitle of Herman Melvilles popular novel Moby-Dick, which tells the story of a wandering sailor?
",The Whale,The Marlin,The Shark,The Whale,The Blue Abyss
2321,"What American novelist, short story writer, and designer won the Pulitzer Prize for the 1920 novel The Age of Innocence?
",Edith Wharton,Edith Wharton,Henry Miller,Nora Ephron,Nathaniel West
2322,"What comedian said, I couldnt wait for success, so I went ahead without it.?
",Jonathan Winters,Groucho Marx,Steve Martin,Jimmy Durante,Jonathan Winters
2323,"What famous comedian said, You know youre getting old when you get that one candle on the cake. Its like, See if you can blow this out.?
",Jerry Seinfeld,Jerry Seinfeld,George Burns,Steve Martin,Fred Allen
2324,"What comedian made the following statement: All men make mistakes, but married men find out about them sooner.?
",Red Skelton,Jay Leno,George Gobel,Red Skelton,Ernie Kovacs
2325,"What comedian said, Sometimes I think war is Gods way of teaching us geography.?
",Paul Rodriguez,David Letterman,Don Knotts,Sid Caesar,Paul Rodriguez
2326,"What comedian uttered the following words, I think if I took therapy, the doctor would quit. Hed just pick up the couch and walk out of the room.?
",Don Rickles,Groucho Marx,Don Rickles,Jonathan Winters,Rodney Dangerfield
2327,"What comedian said, Outside of a dog, a book is a mans best friend. Inside of a dog its too dark to read.?
",Groucho Marx,George Burns,Jay Leno,Groucho Marx,Jimmy Durante
2328,"Who said, A day without sunshine is like, you know, night.
",Steve Martin,Jay Leno,Red Skelton,Steve Martin,Groucho Marx
2329,"This comedian said, Dont forget Mothers Day. Or as they call it in Beverly Hills, Dads Third Wife Day.
",Jay Leno,Jay Leno,David Letterman,Jimmy Fallon,Conan OBrien
2330,"What comedian said, Television: A medium. So called because its neither rare nor well done.?
",Ernie Kovacs,George Gobel,Fred Allen,Ernie Kovacs,Steve Allen
2331,"What comedian said, Its so warm now, and Thanksgiving came so early - is it just me, or does it not really feel like Ramadan??
",David Letterman,David Letterman,Jimmy Fallon,Conan OBrien,Jay Leno
2332,"This comedian said, My uncle was the town drunk - and we lived in Chicago.
",George Gobel,Red Skelton,Fred Allen,Rodney Dangerfield,George Gobel
2333,"What comedian made this remark: My wife has a slight impediment in her speech. Every now and then she stops to breathe.?
",Jimmy Durante,Rodney Dangerfield,George Carlin,Don Rickles,Jimmy Durante
2334,"Who said, When I was a boy the Dead Sea was only sick.?
",George Burns,George Burns,Sid Caesar,Milton Berle,George Jessel
2335,"What comedian said, I dont have to look up my family tree, because I know that Im the sap.?
",Fred Allen,Red Skelton,Fred Allen,Groucho Marx,George Jessel
2336,"Who said, I dont weigh a pound over one hundred and eighty and, whats more, I never did.?
",Fatty Arbuckle,Fatty Arbuckle,Oliver Hardy,Jackie Gleason,John Candy
2337,"What comedian said, I havent spoken to my wife in years. I didnt want to interrupt her.?
",Rodney Dangerfield,Henny Youngman,Redd Foxx,Rodney Dangerfield,Jackie Gleason
2338,"How did Karl Rove say he lost his first political battle?
",The neighbor beat him up.,He campaigned for a Democrat.,The neighbor beat him up.,It never happened.,He misread the polls.
2339,"Karl Rove was abandoned by his biological father at an early age.
",True,False,True,,
2340,"Karl Roves mother committed suicide.
",True,False,True,,
2341,"Karl Rove stole campaign letterheads from this Democrats campaign office in 1970 and printed the statement: free beer, free food and a good time for nothing under the letterhead. No one learned of the crime until 1973. This state treasurer still won the election regardless of Karl Roves trickery.
",Alan J. Dixon,Wallace F. Bennett,Alan J. Dixon,"Adlai Stevenson, III",Ralph Tyler Smith
2342,"While working with Donald Segretti, one of the Watergate conspirators, Karl Rove managed to paint this presidential hopeful as a liberal peacenik even though the presidential candidate had a military career as a WW II pilot.
",George McGovern,George McGovern,George Wallace,Hubert Humphrey,Edmund S. Muskie
2343,"Karl Rove was married in 1977 and divorced in 1980.
",True,False,True,,
2344,"Karl Rove worked for Bill Clements 1978 gubernatorial campaign in Texas. What distinction does Clements have in Texas history?
",He was the first Republican Governor of Texas in over 100 years.,He served the shortest term of any state party chairman in the history of Texas.,He was the first Republican Governor of Texas in over 100 years.,He was the first black candidate for the Texas State Senate running as a Republican.,He won by the largest vote in Texas history.
2345,"Karl Rove is often referred to as Bushs ____________.
",Brain,Brain,Bully,Right Hand Man,Babe
2346,"In what year was Robert McNamara born?
",1916,1916,1912,1920,1950
2347,"Robert McNamara was the 11th US Secretary of Defense.
",False,True,False,,
2348,"After his wifes death in 1981 Robert McNamara was involved with Katharine Graham who ran what popular news publication?
",The Washington Post,The Washington Post,Entertainment Weekly,The Sun Times,The Wall Street Journal
2349,"Robert McNamara served as Secretary of Defense under which 2 Presidents?
",Kennedy/Johnson,Nixon/Ford,Kennedy/Johnson,Adams/Garfield,Carter/Haag
2350,"In 1960, Robert McNamara became the president of what popular auto manufacturer?
",Ford,Ford,Honda,Lincoln,GMC
2351,"Robert McNamara was not a member of the Armed Forces.
",False,True,False,,
2352,"Robert McNamara was Secretary of Defense during what war?
",Vietnam War,Vietnam War,Korean War,WW II,WW I
2353,"Robert McNamaras first wife Margaret McNamara, a former teacher, used her position as a Cabinet spouse to launch a reading program for young children. What was the name of the program?
",Reading Is Fundamental,No Child Left Behind,Reading Rainbow,Children Against Illiteracy,Reading Is Fundamental
2354,"Robert McNamara died in the same city he was born in.
",False,False,True,,
2355,"The Cherokee people call themselves Tsalagi. What does this mean?
",Principal people,People of the land,Great tribe,Fathers of the mountain,Principal people
2356,"What song was traditionally performed at the wedding ceremonies of the Mohawk nation of North America?
",Rabbit Dance Song,Buffalo Dance Song,Fox Dance Song,Rabbit Dance Song,Bear Dance Song
2357,"What was the main food source for the Abenaki tribe of North America in the past?
",Crops,Fish,Crops,Cattle,Game
2358,"The bark of what tree did the Ojibwe tribe from North America use for making canoes and scrolls?
",Birch,Chestnut,Birch,Ebony,Beech
2359,"What is the name of the dwellings used by the Navajo people of North America?
",Hogans,Teepee,Wigwam,Hogans,Wikiup
2360,"The Seneca nation of North America referred to themselves as Onondowaga. What does this mean?
",People of the Great Hill,People of the Sun and the Moon,People of the Wise Spirits,People of the Broad Plain,People of the Great Hill
2361,"What author wrote his novel The Last of the Mohicans based on the Mahican tribe of North America?
",James Fenimore Cooper,L. Frank Baum,Henry James,V. C. Andrews,James Fenimore Cooper
2362,"What statement is true about the Apache tribes from North America?
",They were fierce warriors.,None of these,They were timid people.,They were good diplomats.,They were fierce warriors.
2363,"What was the most precious gift for the Comanche Native American tribe?
",Children,Children,Food,The sun,Rain
2364,"Which of these ethnic groups belongs to the Sioux Native American people?
",All of these,Yanktons,All of these,Lakota,Santee
2365,"In what country was Isaac Newton born?
",England,Austria,England,France,Scotland
2366,"What was the name of Isaac Newtons wife?
",None of these,Katherine,Anne,Vivienne,None of these
2367,"At the Trinity College in Cambridge, Isaac Newton was taught solely according to the ideas of which ancient philosopher?
",Aristotle,Plato,Cicero,Diogenes,Aristotle
2368,"The falling of what fruit on the ground inspired Isaac Newton to formulate his theory of gravitation?
",Apple,Apple,Pear,Peach,Orange
2369,"What important position did Isaac Newton assume in 1696?
",Warden of the Royal Mint,Warden of the Louvre,Warden of the Royal Mint,Warden of the Royal Crown,Warden of the Royal Treasury
2370,"Apart from his work in the field of physics, Isaac Newton is known for exploring which of the following on a daily basis?
",Bible,Plant species,Anatomy of animals,Bible,Art
2371,"Isaac Newtonâ€™s mother removed him from school as she wanted him to be which of the following?
",Farmer,Painter,Tailor,Merchant,Farmer
2372,"What object did Isaac Newton use to demonstrate the decomposition of white light into a color spectrum?
",Prism,Mirror,Pyramid,Prism,Lens
2373,"After Isaac Newtons death, chemical analysis showed that he had been exposed to immense amounts of which of the following?
",Mercury,Alcohol,Nicotine,Mercury,Arsenic
2374,"Which of these is true about Isaac Newton?
",He was the first scientist in history to be knighted.,He had thirteen children.,He died of smallpox.,All of these,He was the first scientist in history to be knighted.
2375,"Charles De Gaulle served as president of France from 1959 to 1969.
",True,True,False,,
2376,"This notable microbiologist created the first vaccine for rabies and anthrax.
",Louis Pasteur,Jacques Monod,Pascale Cossart,Edmond Nocard,Louis Pasteur
2377,"Pierre Abbe founded a charitable movement aimed at helping poor and homeless people.
",True,True,False,,
2378,"Name the first scientist honored with two Nobel Prizes - in physics and chemistry.
",Marie Curie,Henri Becquerel,Marie Curie,None of these,Pierre Curie
2379,"This French comedian and actor is known for his irreverent attitude towards politics.
",Mishel Colucci,Marcel Dalio,Michel Creton,Michel Auclair,Mishel Colucci
2380,"Victor Hugo is the author of The Hunchback of Notre Dame and Les MisÃ©rables.
",True,False,True,,
2381,"This actor appeared in the movies Christmas Tree (1969) , All the Gold in the World (1961) and Hunchback (1959).
",AndrÃ© Bourvil,Lui De Fines,AndrÃ© Bourvil,GÃ©rard Depardieu,None of these
2382,"What is the stage name of Jean-Baptiste Poquelin, the 17th century satirical author and actor who is considered to be the father of French comedy.
",MoliÃ¨re,MoliÃ¨re,Jean-Paul Sartre,Stendhal,None of these
2383,"Jacques Cousteau was an underwater explorer, researcher and TV show host.
",True,False,True,,
2384,"This French singer became universally regarded as a cultural icon and symbol of France. Her nickname is a colloquialism for sparrow.
",Ã‰dith Piaf,Ã‰dith Piaf,Marie-France Boyer,Dalida,JosÃ©phine de La Baume
