,Questions,Correct,A,B,C,D
2219,"What name was given to the London 2012 Olympic Games Opening Ceremony that took place on 27 July 2012?
",Isles of Wonder,Beautiful Olympics,Games of Courage,Isles of Wonder,Isles of Inspiration
2220,"Danny Boyle, the artistic director of 2012 Summer Olympics Opening Ceremony, won an Academy Award for which of the following movies?
",Slumdog Millionaire,Shallow Grave,Slumdog Millionaire,28 Days Later,Trainspotting
2221,"On July 27 2012, Queen Elizabeth II opened the Olympic Games for the second time in her reign. When was the first time she opened the Olympic Games?
","Montreal, Canada 1976","Munich, West Germany 1972","Sidney, Australia 2000","Montreal, Canada 1976","Rome, Italy 1960"
2222,"Who played James Bond in the BBC short film, Happy and Glorious, which stars Queen Elizabeth II as herself?
",Daniel Craig,Daniel Craig,Timothy Dalton,Pierce Brosnan,None of these
2223,"What team led the Parade of Nations at the 2012 Summer Olympic Games Opening Ceremony?
",the team of Greece,the team of Greece,the team of Afghanistan,the team of Great Britain,the team of China
2224,"What is the slogan of the 2012 Summer Olympic Games?
",Inspire a Generation,Inspire a Generation,"One World, One Dream",Friends Forever,Share the Spirit
2225,"What song was used at the climax of the 2012 Summer Olympics opening ceremony, immediately following the lighting of the cauldron?
",Eclipse by Pink Floyd,Another Brick in the Wall by Pink Floyd,Beautiful Day by U2,Eclipse by Pink Floyd,Rolling in the Deep by Adele
2226,"At the 2012 Summer Olympic Games Opening Ceremony, this celebrity was seen driving a motor boat down the River Thames and under Tower Bridge to the music I Heard Wonders by David Holmes.
",David Beckham,Ryan Giggs,David Beckham,Moris Green,Rowan Sebastian Atkinson
2227,"A segment of the London 2012 Opening Ceremony paid tribute to the victims of this terrorist attack.
",the 2005 London Bombings,All of these,the 1972 Munich Massacre,"the 18 July 2012 terrorist attack on Israeli tourists in Bourgas, Bulgaria",the 2005 London Bombings
2228,"Paul McCartney closed the opening ceremony of the 2012 Summer Olympics singing this song and inviting the audience to join in on the coda.
",Hey Jude,Hey Jude,Let It Be,Yesterday,Live and Let Die
2229,"From 1965 to 2008, all of the Mr. Olympia titles were won by US citizens.
",False,False,True,,
2230,"Why did Jeff Hardy got suspended for 60 days in May 2008?
",For illegal drug use,For illegal drug use,Not showing for a match,He has never been suspended.,None of these
2231,"Jeff Hardy and Matt Hardy are not actually brothers. They just play brothers on TV.
",False,True,False,,
2232,"In what year was Jeff Hardy released from WWE because of his erratic behavior, drug use, and refusal to go to rehab?
",2003,2007,2001,2003,2000
2233,"Jeff Hardy, Matt Hardy, and Lita were known as the Dream Team.
",False,True,False,,
2234,"When did Jeff Hardy make his WWE debut?
",1998,1997,1998,1996,1995
2235,"Jeff Hardy and Shelton Benjamin fought in a ladder match in 2006 for the Intercontinental Championship title.
",True,True,False,,
2236,"What is Jeff Hardys favorite sport besides wrestling?
",Motocross,Basketball,Motocross,Snowboarding,Football
2237,"Where was Shane Battier born and raised?
","Birmingham, Michigan","Birmingham, Michigan","Cleveland, Ohio","Detroit, Michigan","Madison, Wisconsin"
2238,"What position did Shane Battier play at Duke?
",Small Forward,Center,Point Guard,Power Forward,Small Forward
2239,"Shane Battier led Duke to 3 Final Fours, 2 national Championship Games, and 1 NCAA Championship during his four year playing career at Duke.
",False,True,False,,
2240,"Who did the Duke Blue Devils beat in 2001 to win the NCAA National Championship?
",Arizona Wildcats,Maryland Terrapins,Michigan State Spartans,University of Southern California Trojans,Arizona Wildcats
2241,"What award did Shane Battier win in 2001?
",National Player of the Year,National Defender of the Year,ACC Scorer of the Year,National Player of the Year,ACC Defender of the Year
2242,"Shane Battier had his number retired at Duke. What was his number?
",31,23,1,31,5
2243,"What did Shane Battier major in at Duke?
",Religion,Music,Mathematics,Religion,Political Science
2244,"What team was Shane Battier selected by in the 2001 NBA draft?
",Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,Houston Rockets,Miami Heat
2245,"Which team was Shane Battier traded to in 2006?
",Houston Rockets,Houston Rockets,New Orleans Hornets,Boston Celtics,Atlanta Hawks
2246,"Shane Battier appeared on the cover of what video game?
",NCAA March Madness 2002,NBA Live 2007,NCAA March Madness 2001,NCAA March Madness 2002,NBA Live 2006
2247,"Tinku sounds like the noise my old car made but its not. What phrase would you connect with this art?
",Potosi region of Bolivia,Mexican professional wrestling,Potosi region of Bolivia,Founded in 1980 by Robert Puch,African slaves in Brazil
2248,"Kajukenbo is not a computer game. What statement best suits this form of martial art?
","It originated on the territory of Hawaii, USA","It originated on the territory of Hawaii, USA",It was developed by Morihei Ueshiba.,It is the art of espionage.,It means Way of the Sword.
2249,"Which of the following statements is true about Hwa Rang Do in Korea?
",it means The Way of the Flowering Knights,it means The Way of the Flowering Knights,It originated in the kingdom of Gogoryeo,It is a system of 18 techniques.,it is used by members of the Royal Court and traveling monks
2250,"Which of the following statements is true about the Asian martial art Lethwei?
",It is unarmed Burmese martial art.,It was created by the Chinese community of SE Asia.,"It was developed in Hue, Vietnam.",It is a Filipino foot fight.,It is unarmed Burmese martial art.
2251,"Glima sounds like a nasty disease but it really is what?
",Icelandic term for wrestling,acronym for a style of Russian fighting,unarmed combat from the Holy Roman Empire,technique of stick fighting,Icelandic term for wrestling
2252,"What is specific to the stick fighting known as Istunka?
",It is a martial arts festival in Somalia.,It comes from Southern Sudan.,It is practiced by herd boys.,It uses fire-hardened sticks.,It is a martial arts festival in Somalia.
2253,"Bok-Fu or Bok Fu Do sounds akin to Kung-Fu but it really fits this description.
",It translates to White Tiger.,It is a type of Chinese Wushu.,It translates to White Tiger.,It means means to bear a weapon.,It is a Persian martial art.
2254,"Which statement is true about Sli Beatha?
",It was founded in 1996 by police officer Craig Smith.,It was founded in 1996 by police officer Craig Smith.,It is performed while brandishing a dirk.,It means face to face combat.,It means stick fighting in Irish martial arts.
2255,"Kbach Kun Boran and Kbach Kun Dambong Veng are associated with which country?
",Cambodia,Thailand,Vietnam,Myanmar (Burma),Cambodia
2256,"Schwingen is considered a national sport in this country and takes this form.
",Switzerland - grappling,Germany - grappling,Austria - grappling without touching the legs,Switzerland - grappling,Germany - grappling with swords
2257,"Where is the Red Bulls MLS team based?
",New York,Washington DC,Los Angeles,New York,Houston
2258,"United is an American professional soccer club located in this city.
",Washington DC,Washington DC,Chicago,Dallas,Boston
2259,"What city does the Fire MLS team play in?
",Chicago,Houston,Seattle,Chicago,New York
2260,"In what city is the Sounders team based?
",Seattle,Seattle,Los Angeles,Miami,Philadelphia
2261,"The Union is an American professional soccer team based in this city.
",Philadelphia,New York,Philadelphia,Houston,Toronto
2262,"In what city is the Crew MLS team based?
",Columbus,San Antonio,Boston,Columbus,Toronto
2263,"Where is Club Deportivo Chivas USA based?
",Carson,Carson,Kansas City,Seattle,Boston
2264,"Where is the Wizards team based?
",Kansas City,Miami,Kansas City,Washington D.C.,Boston
2265,"Where is the New England Revolution team based?
",Foxborough,Houston,Foxborough,Salt Lake,New York
2266,"The Dynamo is an MLS team based in this city.
",Houston,Dallas,Cleveland,Houston,Portland
2267,"The Chicgao Blackhawks selected this player with the first overall pick in the 2007 NHL Entry Draft.
",Patrick Kane,Marian Hossa,Jonathan Toews,Patrick Kane,Duncan Keith
2268,"What is the name of the ice hockey team based in Stillwater, Minnesota?
",The Stllwater Ponies,The Stllwater Tigers,The Stllwater Rockets,The Stllwater Ponies,The Stllwater Stallions
2269,"Who became coach of the Minnesota Wild in the 2009-2010 season?
",Todd Richards,Todd Richards,Jacques Lemaire,Brad Bomadiar,Phil Housley
2270,"This player, who joined the Minnesota Wild in the 2001â€“2002 NHL season, is nicknamed Bruno.
",Andrew Brunette,Andrew Brunette,Pierre Marc-Bouchard,Cal Clutterbuck,Mikko Koivu
2271,"Blake Wheeler is an ice hockey player who played for the North Dakota Fighting Souix in 2005â€“06.
",False,True,False,,
2272,"What team did Alex Goligoski join in 2004?
",None of these,St. Louis Blues,Pittsburgh Penguins,None of these,New York Islanders
2273,"Which of these teams did Wayne Gretzky play for?
",Los Angeles Kings,Los Angeles Kings,Pittsburgh Penguins,Detroit Red Wings,Chicago Blackhawks
2274,"Pavel Datsyuk was drafted by the Detroit Red Wings in the 1990s.
",True,False,True,,
2275,"Martin Broduer started his professional career with this ice hockey team.
",New Jersey Devils,Pittsburgh Penguins,New York Rangers,New York Islander,New Jersey Devils
2276,"Sidney Crosbys Pittsburgh Penguins jersey was the top seller on the NHLs website from September 2005 to February 2008. What number was it?
",87,77,17,87,67
2277,"In the 2006â€“07 Ashes series, which batsman took the single winning run as Australia dashed to a 5-0 whitewash against England for the first time in 86 years?
",Mathew Hayden,Mathew Hayden,Adam Gilchrist,Ricky Ponting,Justin Langer
2278,"Which of the following Australian players was NOT playing the last test of his career in the 5th-and the final-test of the 2006-07 Ashes series as Australia concluded the series 5-0?
",Mathew Hayden,Shane Warne,Justin Langer,Glenn McGrath,Mathew Hayden
2279,"In the fourth test, at the Melbourne Cricket Ground (MCG), Australian leg-spinner Shane Warne snared his 700th wicket, the first bowler in Test history to do so. Who did he bowl out?
",Andrew Strauss,Andrew Flintoff,Andrew Strauss,Chris Read,Paul Collingwod
2280,"Which English batsman took six catches in the first innings of the fourth test of the 2006â€“07 cricket series, becoming only the third player in Test history to do so?
",Chris Read,Paul Collingwood,Paul Nixon,Chris Read,Geraint Jones
2281,"By scoring 206 runs in the first innings of the second test of the 2006â€“07 Ashes series, he became only the third Englishman to score a double-century in Australia. Can you name him?
",Paul Collingwood,Andrew Strauss,Paul Collingwood,Marcus Trescothick,Kevin Pietersen
2282,"In the third Ashes test, Adam Gilchristâ€™s century in the second innings became the second fastest century in any test match and the fastest in any Ashes test. How many balls did his century score off?
",57,47,67,77,57
2283,"The 2006â€“07 Ashes series was notable for the retirement of several Australian players. Additionally, the Australian coach also announced prior to the Ashes series that the Ashes 2006-07 was his last series of test matches as coach. What was the name of the Australian coach?
",John Buchanan,John Buchanan,Bob Simpsons,Gary Kristen,Geoff Marsh
2284,"In the first innings of the fifth test of the 2006-07 Ashes series, Australia amassed 393 all out. Surprisingly, in the second innings they needed only 46 runs to clinch the final test. By how many wickets did Australia win the match?
",10,7,9,8,10
2285,"Which Spanish football team is nicknamed Los Cules, or The Bottoms?
",FC Barcelona,Real Oviedo,Valencia,FC Barcelona,Real Madrid
2286,"What interesting nickname was given to Spanish football club Atletico Madrid?
",Mattress Makers,Dish Washers,Mattress Makers,Carpet Cleaners,Leg Warmers
2287,"What is the nickname of the Italian football club Napoli?
",Donkey,Rooster,Horse,Ram,Donkey
2288,"What delicious nickname is used to refer to the English football club Everton?
",The Toffees,The Truffles,The Caramels,The Toffees,The Chocolates
2289,"What German football club is nicknamed The Hollywood Football Club?
",FC Bayern Munich,Eintracht Frankfurt,Hamburger SV,FC St. Pauli,FC Bayern Munich
2290,"What European football club has been nicknamed The Yellow Submarine?
",Villarreal,Villarreal,Nantes,Liverpool,Chelsea
