,Questions,Correct,A,B,C,D
2619,"He was the star quarterback and running back at Notre Dame. He played in the first Super Bowl for the Greenbay Packers.
",Paul Hornung,Paul Hornung,John David Crow,Randy Duncan,Jimmy Taylor
2620,"This this former LSU star was the first number one draft choice to sign with the AFL rather than the NFL.
",Billy Cannon,Tommy Mason,King Hill,Pete Gogolak,Billy Cannon
2621,"This great linebacker was the first Atlanta Falcon draftee.
",Tommy Nobis,Tommy Nobis,Bubba Smith,Tucker Fredrickson,Dave Parks
2622,"This quarterback from Louisiana Tech was the first player selected in the 1970 NFL Draft by the Pittsburgh Steelers.
",Terry Bradshaw,Ron Yary,Jim Plunkett,Terry Bradshaw,Troy Aikman
2623,"Although he played a year for the New York Yankees organization, he was a number one selection for the Baltimore Colts.
",John Elway,Bo Jackson,George Rodgers,John Elway,Deion Sanders
2624,"He was the number one selection in the 2010 draft.
",Sam Bradford,Jimmy Clauson,Sam Bradford,Tim Tebow,Matt Stafford
2625,"Instead of taking Reggie Bush, the Houston Texans took this defensive end from NCS in the 2006 draft.
",Mario Williams,Joe Thomas,Mario Williams,Orlando Pace,Jake Long
2626,"What is the last name of the first pair of brothers who have both been taken number one in the NFL draft?
",Manning,Sanders,Smith,Rodgers,Manning
2627,"Who recorded the popular song Heartbreak Hotel?
",All of these,Whitney Houston,Elvis Presley,All of these,The Jackson 5
2628,"The physical condition known as heartburn is caused by which of the following?
",Gastric acid,Gastric acid,Spasm of the coronary blood vessels,Lowering of the pressure inside the chest,All of these
2629,"Which band released the 1979 single Heart of Glass?
",Blondie,Blondie,Bon Jovi,The Rolling Stones,The Beatles
2630,"Finish the verse of the popular anonymous poem: The queen of hearts, ....
",She made some tarts,None of these,She had big warts,She made some tarts,She lost her cards
2631,"What actress starred in the 2000 movie Where the Heart Is?
",Natalie Portman,Penelope Cruz,Scarlett Johansson,Keira Knightley,Natalie Portman
2632,"What female musician recorded the 1996 power ballad Un-Break My Heart?
",Toni Braxton,Toni Braxton,Mariah Carey,Lauryn Hill,Mary J. Blige
2633,"What kind of game is the game known as Hearts, or Black Maria?
",Card game,Board game,Game with marbles,Role play game,Card game
2634,"In Roman mythology, the god Orcus was regarded as the punisher of which of the following?
",people who have broken oaths,adulterers,disobedient people,people who have broken oaths,liars
2635,"In Roman mythology, Spes was the goddess of which of the following?
",Hope,Progress,Hope,Sleep,Water
2636,"Why does Billy  and his girlfriend re-locate and move to California in the movie White Men Cant Jump?
",They are on the run from out of town mobsters.,Glorias dad dies and they have to stay on the west coast for a while.,Gloria gets a good job opportunity in Los Angeles.,They are on the run from out of town mobsters.,They couldnt find work in Iowa.
2637,"In what country was action star Bruce Lee born?
",United States,Japan,China,Vietnam,United States
2638,"What martial art did Bruce Lee start training at the age of 13?
",Wing Chun,Aikido,Wing Chun,Karate,Taekwondo
2639,"Bruce Lees Chinese birth name was Lee Jun Fan, which means which of the following?
",Return again,Chase the wind,Take a vow,Return again,Look above
2640,"Why did Bruce Lees parents decide to send him to the United States at the age of 18?
",He had problems with the police because of street fights.,To pursue an acting career,He had problems with the police because of street fights.,The family was in desperate need for money.,All of these
2641,"In what subject did Bruce Lee major at the University of Washington?
",Drama,History,Drama,Psychology,Ballet
2642,"What is the name of the martial arts philosophy founded by Bruce Lee?
",The Way of the Intercepting Fist,The Way of the Intercepting Fist,The Way of the Flying Strike,The Way of the Lonesome Samurai,The Way of the Angry Dragon
2643,"Finish this quote by Bruce Lee: the human brain can subjugate anything, even ....
",Real pain,The consciousness of others,Life itself,Its own rebelliousness,Real pain
2644,"What kind of food did Bruce Lee consume most often as he believed it was the best nutrition for the human body?
",Raw fruits and vegetables,Raw fruits and vegetables,None of these,Dairy,Refined flour baked goods
2645,"Bruce Lee was able to throw rice grains into the air and them catch them using which of the following?
",All of these,Spoon,Chopsticks,His fingers,All of these
2646,"In what movie did Hugh Grant portray the godson of Lord Darlington?
",The Remains of the Day,Impromptu,The Englishman Who Went Up a Hill But Came Down a Mountain,The Remains of the Day,The Dawning
2647,"What actress starred opposite Hugh Grant in the 1999 romantic comedy Notting Hill?
",Julia Roberts,Julia Roberts,Andie MacDowell,Jennifer Aniston,Kate Winslet
2648,"For which movie did Hugh Grant receive his first Golden Globe Award?
",Four Weddings and a Funeral,Nine Months,Four Weddings and a Funeral,Bridget Joness Diary,Mickey Blue Eyes
2649,"What actress starred opposite Hugh Grant in the 2002 romantic comedy Two Weeks Notice?
",Sandra Bullock,Julia Roberts,Lisa Kudrow,Scarlett Johansson,Sandra Bullock
2650,"Which musician released the album Diamonds and Pearls in 1991?
",Prince,Madonna,Cher,Prince,Tina Turner
2651,"The Pearl Islands are located near the coast of this country.
",Panama,India,Panama,Spain,China
2652,"In which U.S. state is the city called Pearl located?
",Mississippi,Texas,Mississippi,Nevada,Missouri
2653,"The 1950s began with active US involvement in a major military conflict in Korea following which of these events?
",North Korea attacked South Korea.,The Soviet Union attempted to occupy Korea.,North Korea attacked South Korea.,China attacked Korea.,None of These
2654,"Brown vs. Board of Education, a landmark Supreme Court decision in 1954, ruled which of the following?
",that segregation of schools was unconstitutional,that states could not pass laws making homosexuality illegal,that arrested people had to be advised of their rights,that the military draft was legal,that segregation of schools was unconstitutional
2655,"What two states were admitted to the Union in 1959?
","Hawaii, Alaska","New Mexico, Hawaii","Nevada,  Montana","Hawaii, Alaska","Alaska,  Oregon"
2656,"What is the name of the capital city of the U.S. state of South Dakota?
",Pierre,Bismarck,Pierre,Sioux Falls,Fargo
2657,"What is the state animal of the U.S. state of South Dakota?
",Coyote,Deer,Coyote,Grizzly bear,Cougar
2658,"Which of these nicknames refers to the U.S. state of South Dakota?
",Sunshine State,Sunshine State,Palmetto State,All of these,Rough Rider State
2659,"The U.S. state of South Dakota was named after which of the following?
",Indigenous tribe,Tree,Indigenous tribe,Explorer,River
2660,"What is the state sport of the U.S. state of South Dakota?
",Rodeo,Baseball,Golf,Bowling,Rodeo
2661,"In Roman mythology, the god Volturnus was associated with which of the following?
",Water,Vegetation,Air,Water,Volcanoes
2662,"Portunes was a Roman deity who was regarded as the protector of which of the following?
",Keys,Medicinal herbs,Weapons,Keys,Mirrors
2663,"According to Roman myths, Cuba was the goddess of which of these?
",Infants,Rain,Alcoholic beverages,Dance,Infants
2664,"The Roman goddess Vesta was considered the protector of which of the following?
",Home,Insects,All of these,Home,Changes
2665,"What material did goddess Cura use to create humans according to Roman mythology?
",Clay,Fire and water,Air,Sea foam,Clay
2666,"What is the tallest mountain in North America?
",Mount McKinley,Mount McKinley,Mount Elbrus,Dengali,Mount Washington
2667,"This great Italian poet wrote the oldest, existing record of a mountain climb.
",Petrach,Dante,Leopardi,Petrach,Rossini
2668,"What did David Hempleman-Adams do in 1998?
",He became the first person to climb the highest mountain on each of the seven continents.,He became the first person to ski Mount Everest.,He became the first person to climb the highest mountain on each of the seven continents.,He became the first person to climb the three tallest mountains in the world.,He became the first blind person to climb Mt. Everest.
2669,"In 1975 Tabei Junko became the first woman to climb Everest. Where was she born?
",Japan,South Korea,Nepal,England,Japan
2670,"The first family to have two members climb Mount Everest has this last name.
",Norgay,Branson,Morley,Hillary,Norgay
2671,"Which mountain is the highest in the Andes?
",Aconcagua,Ruwenzi,Aconcagua,Citaltepetl,Gaustaoppen
2672,"Mount  Washington in New  Hampshire, is the highest mountain in the Northeastern USA. It is known for its very high winds and bad weather. When was it first climbed?
",1642,1893,1777,1642,1926
2673,"The largest mountain on earth was scaled before 1585.
",True,False,True,,
2674,"What is the tallest mountain in the North American Rockies?
",Grand Teton,Whittier,McKinley,Denali,Grand Teton
2675,"How many mountains on Earth are at least 8000 meters above sea level?
",14,0,14,6,3
2676,"Which is the second highest mountain in terms of above sea level elevation?
",K2,Kasperak,Etna,Elburst,K2
2677,"The first mountain scaling to be recorded was done by this Roman Emperor.
",Hadrian,Caligula,Augustus Magnus,Hadrian,Nero
2678,"Spike Jonze directed this kids movie based on a Maurice Sendak book.
",Where the Wild Things Are,James  and the Giant Peach,Luck By Chance,The Very terrible Day,Where the Wild Things Are
2679,"Matt Damon reunites with Eddie Jemison in this 2009 movie about a government attempt to get evidence against an agri-business giant.
",The Informant,Our Domain,Lunch,Earth,The Informant
2680,"This 2009 sports drama movie, starring Sandra Bullock, is based on the true life story of a great offensive tackle.
",The Blind Side,The Blind Side,Time of Possession,Ole Miss,Life on the Line
2681,"When an American soldier dies in combat, another soldier must deliver the news to the fallen soldiers family. In this 2009 movie, Sergeant Will Montgomery finds he has feelings for the woman to whom he has delivered news of her husbandâ€™s death.
",The Messenger,The Informant,Examined Life,The Messenger,No Homecoming
2682,"A man foolishly lets his brother overstay his welcome in his home. His wife leaves him as a result. That is the basic plot of this 2009 Coen Brothers film.
",A Serious Man,A Single Man,The Man in the  Bathrobe,Not Everybodys Fine,A Serious Man
2683,"This 2009 film deals with Nelson Mandelas use of an integrated South African rugby team to help unify his nation.
",Invictus,The Objective,Scrum,A Serious Man,Invictus
2684,"Joseph  Gordon-Levitt and  Zooey Deschanel star in this romantic movie about a young man falling for a woman who does not believe in true love.
",(500) Days of Summer,Duplicity,(500) Days of Summer,Homecoming,Of Time  and  the City
2685,"Dakota Fanning supplies the voice of the main character in this 2009 childrens movie.
",Coraline,Luck By Chance,Coraline,Precious,Amylind
2686,"A ring of French kidnappers take Bryan Mills (Liam Neesons) daughter, Kim (Mary Grace) in this 2009 movie.
",Taken,Dont Get Mad,Taken,Possession,The Trade
2687,"This 2009 Bollywood film tells the story of a poor barber who had helped his childhood friend become a great Bollywood film star.
",Billu,Rau,Gooby,Lunch By Chance,Billu
2688,"Name the 2009 movie that features Don Cheadle, Richard Gere, Wesley Snipes, Ethan Hawke, Vincent DiOnofrio, Will Patton, Ellen Barkin and Lilie Taylor.
",Brooklyns Finest,The White Room,Brooklyns Finest,The Brood,Terminal Life
2689,"The plot of this 2009 movie involves a young man trying to aide his sister-in-law when his brother is MIA in Afghanistan.
",Brothers,My Sisters Keeper,Brothers,Hellshot,Crazy Horse
2690,"MoNique and Gabourey Sidibe star in this 2009 movie.
",Precious,Homecoming,The White Room,The Bond,Precious
2691,"The plot of this 2009 movies involves a gay man trying to cope with life without his life partner, who recently died.
",A Single Man,The White Room,Examined,Duplicity,A Single Man
2692,"Name the 2009 documentary in which Nobel Prize winners tell how they would help the world.
",One Peace at a Time,Stockholm,Life is for People,One Peace at a Time,Oslo
2693,"The moral of this 2009 film, directed by Shimit Amin, is: Honesty will eventually win.
",Rocket Singh: Salesman of the Year,Gooby,Goopy,Rocket Singh: Salesman of the Year,Watch Over Us
2694,"In this movie, Jean Craddock (Maggie Gyllenhaal) falls in love with a broken down musician (Jeff Bridges).
",Crazy Heart,Islands in the Stream,The Lovers,Crazy Heart,Tenderness
2695,"In this movie,  Lt. Aldo Raine (Brad Pitt) recruits a group of Jewish-American soldiers and tells them that they each owe him a hundred Nazi scalps.
",Inglourious Basterds,The Final Destination,Inglourious Basterds,Unearthly,Hellshot
2696,"If the Antarctic ice sheet were to melt, by how much would sea levels rise?
",230 feet,175 feet,10 feet,120 feet,230 feet
2697,"In classical chamber music, these four instruments make up a string quartet.
","Two violins, a viola and a cello","Two violins, a viola and a cello",Two violins and two violas,"A violin, a viola, a cello, and a double bass",Two violins and two celli
