,Questions,Correct,A,B,C,D
1885,"Which 1992 movie is this audio clip from?
",Reservoir Dogs,Another Day In Paradise,Reservoir Dogs,The Way of the Gun,Deep Cover
1886,"Which 2000 movie is this audio clip from?
",X-Men,The Incredibles,X-Men,Spider-Man,Batman  Robin
1887,"Which 1995 movie is this audio clip from?
",The Usual Suspects,The Interview,House of Games,True Romance,The Usual Suspects
1888,"Which 1978 movie is this audio clip from?
",Grease,Grease,Rock n Roll High School,American Graffiti,West Side Story
1889,"Which 1996 movie is this audio clip from?
",Jerry Maguire,The Scout,Jerry Maguire,The Color of Money,About a Boy
1890,"Paul David Hewson is the lead singer of the Irish rock band U2. His nickname Bono is the short version of Bono Vox. The latter means this.
",Good voice,Good voice,Melodic voice,Harsh voice,Evil voice
1891,"Demi Moores real name is Demetria Harmon.
",False,True,False,,
1892,"This is the origin of Caryn Elaine Johnsons nickname, Whoopi Goldberg.
",Trait of her character,Trait of her character,Song,Broadway show,African legend
1893,"Alice Coopers original first name was this.
",Vincent,Vincent,Michael,George,Alice
1894,"George Eliot is the pen name of a female writer who wrote her works during this period.
",Victorian era,Enlightenment,Renaissance,Victorian era,Modernism
1895,"The 38th US President was born Leslie Lynch King, Jr. His name changed to Gerald Ford after this person.
",His step-father,His grandfather,His step-father,His father,His uncle
1896,"Tom Cruises real name was Thomas Cruise.
",False,True,False,,
1897,"Who are Harrys best friends?
",Hermione and Ron,Ron and Neville,Crabbe and Goyle,Hermione and Ron,Draco and Hermione
1898,"What house did the sorting hat want to place Harry in?
",Slytherin,Gryffindor,Hufflepuff,Slytherin,Ravenclaw
1899,"Harry Potter is related to Ron.
",True,False,True,,
1900,"Why do Harry and Luna see the weird horses pulling the carriages to Hogwarts, when nobody else can see them?
",They have seen someone die.,They like the quibbler.,They have seen a ghost.,They have seen someone die.,They did magic in the muggle world.
1901,"Harry likes blast-ended skrewts.
",False,False,True,,
1902,"What type of creature/items did Harry Potter not fly on?
",Fang,Buckbeak,Fang,Nimbus 2000,Firebolt
1903,"Which of these is not one of Harrys friends?
",Millicent,Ron,Padma,Neville,Millicent
1904,"Ailurophilia is love for these animals.
",Cats,Dogs,Fish,Crocodiles,Cats
1905,"The first mammal sent into space was this.
",Dog,Fish,Cat,Sheep,Dog
1906,"One of the largest breeds of these animals is the Maine Coon. Males weigh twelve to twenty pounds (5.4 to 13.6 kg), with females weighing ten to fifteen pounds (4.5 to 6.8 kg).
",Cats,Fish,Dogs,Tigers,Cats
1907,"A person who studies these pets is called an ichthyologist.
",Fish,Fish,Dogs,Snakes,Cats
1908,"The oldest specimen of these animals died at the age of 29.
",Dogs,Dogs,Fish,Bunnies,Cats
1909,"Some of these animals were originally bred to retrieve fishing nets.
",Dogs,Dogs,Fish,Cows,Cats
1910,"Florida breeds and supplies about 95 percent these pets sold in North America.
",Fish,Cats,Fish,Pigs,Dogs
1911,"A specimen of these pets managed to kill 28,899 other animals. What a murderer! :)
",Cats,Donkeys,Cats,Dogs,Fish
1912,"Students who own these pets score the highest on both math and verbal SATs, with a combined score 200 points higher than non-pet owners.
",Fish,Dogs,Fish,Cats,Kangaroos
1913,"This animal is very popular in the USA. In fact, Benjamin Franklin wanted to make it, not the Bald Eagle, the national animal of the United States.
",Turkey,Turkey,Dog,Fish,Cat
1914,"What do scientists call dinosaur bones found deep in the ground?
",Fossils,Rocks,Fossils,Dino bones,Wood
1915,"Humuhumu-nukunuku-a-puaâ€˜a is a word with Hawaiian origins, referring to what type of animal?
",Fish,Bird,Insect,Mammal,Fish
1916,"According to the Oxford English Dictionary, this word holds the record for the most separate definitions in the English language.
",Set,Run,Set,Get,Go
1917,"Most often, words rhyme if they end in identically or nearly-identically sounding syllables. Which of these words is generally considered as one of the few words impossible to rhyme?
",Orange,Orange,Dance,Grow,Flabbergast
1918,"Words beginning with a double letter are generally very rare in English language, and most of them start with oo. One such word is oomph, which has what basic meaning?
","Energy, enthusiasm","Energy, enthusiasm","Restlessness, anxiety","Friendliness, openness","Lethargy, desperation"
1919,"Heteropalindrome is a term, in a way similar to palindrome, which refers to a number of words with a special property. Can you guess which one of the following words is a heteropalindrome?
",Gateman,Gateman,Fireman,Level,Right
1920,"Aa is one of the few words in the English language which consist entirely of vowels. The word is used in geology to refer to what natural formation?
",A type of lava,A type of lava,Underwater cave,A rare type of soil,Steep canyon
1921,"In how many different ways can ough be pronounced, as part of various English words?
",9,12,9,4,7
1922,"The name, Chargoggagoggmanchauggauggagoggchaubunagungamaugg, containing ten a-s, refers to what United States geographical landmark ?
",A Lake,A Mountain,A River,A Lake,A Canyon
1923,"Mark David Chapman, shot John Lennon on December 8, 1980, dropped the revolver and started reading this book.
",Catcher in the Rye,The Great Gatsby,Crime and Punishment,The Adventures of Sherlock Holmes,Catcher in the Rye
1924,"The assassination of this man triggered WWI.
",Francis Ferdinand,Francis Ferdinand,Wilhelm (William) II,Victor Emmanuel II,Nicholas II
1925,"Martin Luther King, Jr. was murdered on April 4, 1968 while preparing to lead a local march in support of this.
",A sanitation workers union,A union of unemployed blacks,A sanitation workers union,A miners union,None of these
1926,"According to Aristotle (Politics) and Diodorus Siculus (Diodorus),  Philip II of Macedon (the father of Alexander the Great) was killed as a result of this.
",A love triangle,A theft of money,A treachery,A love triangle,He was killed by mistake.
1927,"In what movie did  Tom Cruise play Bryan Flanigan?
",Cocktail,Top Gun,Cocktail,Days of Thunder,Risky Business
1928,"In what movie did Tom Cruise play a Greaser?
",The Outsiders,Risky Business,The Outsiders,Eyes Wide Shut,Far and Away
1929,"In what movie did Tom Cruise play a pool hustler with Paul Newman?
",Color of Money,Rain Man,Cocktail,Meet Joe Black,Color of Money
1930,"In the movie Risky Business, Tom Cruses characters name was Joe.
",False,True,False,,
1931,"In which of these movies did Tom Cruise star with his ex-wife Nicole Kidman?
",Eyes Wide Shut,Rain Man,Cocktail,Eyes Wide Shut,Risky Business
1932,"Tom Cruises character in Interview with a Vampire was called Lestat.
",True,True,False,,
1933,"In which of these movies did Tom Cruise star with Rebecca DeMornay?
",Risky Business,Days of Thunder,Cocktail,Rain Man,Risky Business
1934,"In what movie does Tom Cruise play a race car driver?
",Days of Thunder,Rain Man,The Outsiders,Risky Business,Days of Thunder
1935,"In what movie did Tom Cruise have an autistic brother named Raymond?
",Rain Man,Eyes Wide Shut,Top Gun,Rain Man,Cocktail
1936,"In what Tom Cruise movie would you hear the line Show me the money?
",Jerry McGuire,Jerry McGuire,Rain Man,Cocktail,Top Gun
1937,"Which actor starred with John Wayne in his final film, The Shootist, playing the role of the doctor?
",Jimmy Stewart,Henry Fonda,Milburn Stone,Jimmy Stewart,Buddy Ebsen
1938,"This acting legend starred with legendary Jimmy Stewart in the Cheyenne Social Club.
",Henry Fonda,Richard Burton,Glen Ford,Robert Mitchum,Henry Fonda
1939,"This Actor is notorious for running from a spray plane in the 1959 movie North by Northwest.
",Cary Grant,Spencer Tracy,Cary Grant,Gene Hackman,Edward G. Robinson
1940,"What great actor played Uncle Joe in the American sitcom Petticoat Junction?
",Edgar Buchanan,James Coburn,James Arness,Buddy Ebsen,Edgar Buchanan
1941,"Name the actress that played Granny in the TV show Beverly Hillbillies.
",Irene Ryan,Betty Davis,Barbara Stanwick,Irene Ryan,Dorothy Stratton
1942,"This actor gave the voice of the snowman in the 1960s version of Rudolf the Red-Nosed Reindeer.
",Burl Ives,Burl Ives,Nat King Cole,Fred Astaire,Gene Autry
1943,"These two legendary actors played partners in the 1969 Western Butch Cassidy and the Sundance Kid
",Robert Redford and Paul Newman,Walter Mattheau and Jack Lemmon,Robert Redford and Paul Newman,Kirk Douglas and Burt Lancaster,John Wayne and Ben Johnson
1944,"This actor is perhaps best-known for playing Joe Mannix in the long-running detective television series, Mannix.
",Mike Connors,Mike Douglas,Mike Connors,Chuck Berry,Chuck Conners
1945,"This actor drove the car in the 1968 feature film Chitty Chitty Bang Bang, based on Ian Flemings book Chitty Chitty Bang Bang: The Magical Car.
",Dick Van Dyke,Ben Vereen,Tim Conway,Dick Van Dyke,Davy Jones
1946,"Paul Hogan, an Australian actor and comedian born October 8, 1939 in Lightning Ridge, New South Wales, plays the main character in which trilogy?
",Crocodile Dundee,Crocodile Dundee,Rush Hour,Spy Kids,Back to the Future
1947,"â€œFree Willyâ€ is a movie trilogy which centers on which of these?
",the adventures of a boy and an orca,a prisoner that escapes from jail only to find out that his brother is in trouble,a brilliant young mathematician that is trying to face his demons and fears by finding true love,the adventures of a boy and an orca,the life of an alcoholic writer
1948,"Axel Foley, played by Eddie Murphy, is the main character in which of these trilogies?
",Beverly Hills Cop,Batman and Robin 2: The Beginning,Beverly Hills Cop,From Dusk Till Dawn 3: The Hangmans Daughter,Shrek
1949,"Which movie trilogy tells the story of people who can predict deadly disasters?
",Final Destination,Urban Legends,Final Destination,The Exorcist,Scream
1950,"Which trilogy tells the story of a group of people trapped in a chamber maze?
",Cube,Cube,Die Hard,The Matrix,Mad Max
1951,"What is the name of the character, portrayed by Leslie Nielsen in the â€œNaked Gunâ€ trilogy?
",Lieutenant Frank Drebin,Lieutenant Frank Drebin,Mister Magoo,Edward Stoopid,Doctor Rumak
1952,"This is a trilogy about half-man-half-animal mutants that fight crime.
",Teenage Mutant Ninja Turtles,X-Men,Spider-man,Teenage Mutant Ninja Turtles,Blade
1953,"Once upon a time in Mexicoâ€ is the third movie of a trilogy directed by Robert Rodriguez. What is the name of the first movie of the trilogy?
",El Mariachi,Once upon a time in America,Desperado,The Mexican,El Mariachi
1954,"Antonio Banderas plays Gregorio Cortez in which trilogy directed by Robert Rodriguez?
",Spy Kids,Spy Kids,From Dusk till Dawn,Play it to the bone,The mask of Zorro
1955,"The Return of the King, The Scorpion King and Queen of the Damned are the names of the three parts of a trilogy.
",False,True,False,,
1956,"The Bourne Identity is a spy fiction thriller by Robert Ludlum about an amnesiac who must discover who he is. At the beginning of the story the protagonist is found floating in this sea with several bullet wounds.
",Mediterranean Sea,Mediterranean Sea,North Sea,Caribbean Sea,Bering Sea
1957,"Cujo is a 1981 novel by Stephen King about a rabid dog. This is the dogs breed.
",St. Bernard,Bulldog,Terrier,Rottweiler,St. Bernard
1958,"The Name of the Rose, a 1980 novel by Umberto Eco, depicts a murder mystery set in an Italian monastery during this century.
",14th,13th,17th,14th,15th
