,Questions,Correct,A,B,C,D
1178,"He was a close friend of Wordsworth. He wrote â€œKubla Khanâ€ and the following lines from his most popular poem:
","e Mariner, whose eye is bright,","ose beard with age is hoar,", gone; and now the Wedding-Guest,rned from the bridegroomâ€™s door.,Coleridge
1179,"He was a close friend of Byron and an incredibly popular singer, songwriter.  Which Irish entertainer and poet, who wrote the lyrics to â€œThe Minstrel Boy,â€ wrote these lines as well?
","e Harp that once through Taraâ€™s halls the soul of music shed,",w hangs as mute on Taraâ€™s walls as if that soul were fled.," sleeps the pride of former days, so gloryâ€™s thrill is oâ€™er,",d hearts that once beat high for praise now feel that pulse no more.,Thomas Moore
1180,"I weep for Adonaisâ€”he is dead!
",", weep for Adonais! Though our tears",aw not the frost which binds so dear a head!,"at poet wrote these elegiac lines from â€œAdonaisâ€ in memoriam to John Keats, who died of T.B. at the tender age of only 24 years?",Percy Bysshe Shelly,William Wordsworth
1181,"Which of the following books, published in 1903, brought everlasting fame to Jack London?
",The Call of the Wild,White Fang,The Iron Heel,The Call of the Wild,The Sea-Wolf
1182,"The life of which character, depicted by Jack London, resembles very much the authors life?
",Martin Eden,Martin Eden,Dick Forrest,Humphrey van Weyden,Wolf Larsen
1183,"Which of the following novels by Jack London tells the story of the intellectual Humphrey van Weyden, who is forced to become a common seaman?
",The Sea-Wolf,Burning Daylight,The Sea-Wolf,The Little Lady of the Big House,The Iron Hill
1184,"Which novel by Jack London depicts the rise of a fascist-like regime in America?
",The Iron Heel,The Sea-Wolf,The Iron Heel,The Valley of the Moon,The Scarlet Plague
1185,"What breed is the dog Buck, the protagonist in The Call of the Wild by Jack London?
",St. Bernard/Collie mix,St. Bernard/Collie mix,Wolf/Alaskan husky mix,St. Bernard/Wolf mix,Alaska Malamute/Alaskan husky mix
1186,"Which of the following tales is not part of the collection Children of the Frost (1902) by Jack London?
",To Build a Fire,The Master of Mystery,Li-Wan the Fair,To Build a Fire,In the Forests of North
1187,"In 1910 Jack London bought a ranch in Glen Ellen, California, and since then he began to write mostly to finance it.
",True,True,False,,
1188,"Which of the following novels played a decisive role in Jack Londons life according to his own words, and turned him to literature when he was only eight years old?
",Ouidas Signa,Henry Adamss Democracy,John Esten Cookes The Youth of Jefferson,Ouidas Signa,Louisa May Alcotts Little Men
1189,"The main story in The Little Lady of the Big House  (1916) by Jack London focuses on what?
",A love triangle,The gold rush,A love triangle,The life of a widow,Human rights
1190,"In Song of Susannah, Susannah is pregnant with whose baby?
",Roland,Roland,Eddie,Oy,Jake
1191,"Song of Susannah takes place mostly in our world, in New York and which other US State?
",Maine,Maine,Colorado,Illinois,Maryland
1192,"Once born, the child carried by Susannah/Mia was called what?
",Mordred,Stephen,Arthur,Mordred,Galahad
1193,"Jake and Father Callahan travel to New York of 1999 and store the Wizards Glass known as Black Thirteen in a deposit box under which famous building?
",World Trade Center,World Trade Center,Chrysler Building,Empire State Building,Trump World Tower
1194,"In Song of Susannah, Roland and Eddie travel to New York of 1977 in an attempt to buy a plot of land from which man?
","Calvin Tower, a bookstore owner","John Cullum, a retired businessman","Enrico Balazar, a gangster","Calvin Tower, a bookstore owner","Jack Andolini, a gangster"
1195,"While in Maine, Roland and Eddie hear that they are near the home of the author Stephen King, a name that interests them because of the link with which book in their possession?
",Salems Lot,The Stand,Desperation,Salems Lot,Hearts in Atlantis
1196,"When he meets Stephen King, Roland the gunslinger hypnotises him.  What does Roland use to hypnotise people?
",A bullet,A bullet,A pendant in the shape of an eye,A watch,A pendulum
1197,"While he has Stephen King hypnotised, Roland implants an instruction in the authors mind, what is it?
",To continue writing the Dark Tower series of novels,To collect a package from a location in New York City,To write an epic poem about Susan Delgado,To read Charlie the Choo-Choo,To continue writing the Dark Tower series of novels
1198,"Jake and Father Callahan attempt to rescue Susannah from a restaurant in New York, where she is being held by the soldiers of The Crimson King. What is the name of the restaurant?
",The Dixie Pig,The Manhattan Restaurant of The Mind,The Dixie Pig,The Tower View,Mystic Pizza
1199,"Susannah had left a scrimshaw ornament behind before she was taken into the restaurant, which gave Jake and Father Callahan hope when they found it.  What animal shape had the scrimshaw been carved into?
",Turtle,Bear,Crow,Turtle,Billy-Bumbler
1200,"Where was Edgar Allan Poe born?
",Massachusetts,England,Italy,Virginia,Massachusetts
1201,"What was Edgar Allan Poes first poem to be published?
",The Raven,The Raven,Eldorado,The Haunted Palace,A Dream Within A Dream
1202,"What branch of the military did Edgar Allan Poe enlist in?
",US Army,Marines,Air Force,Coast Guard,US Army
1203,"What was Edgar Allan Poes only completed novel?
",The Narrative of Arthur Gordon Pym of Nantucket,The Balloon Hoax,The Narrative of Arthur Gordon Pym of Nantucket,Eureka: A Pose Poem,The Philosophy of Composition
1204,"What Edgar Allan Poe poem are the following lines from?
","me up, in despite of the lion,", shine on us with her bright eyes.,"me up, through the lair of the lion,",th love in her luminous eyes.,Ulalume
1205,"Which of the following poems was not written by Edgar Allan Poe?
",I Carry Your Heart With Me,I Carry Your Heart With Me,Annabel Lee,The Raven,The City In The Sea
1206,"At what age did Edgar Allan Poe die?
",40,60,30,80,40
1207,"What was the name of Edgar Allan Poes last book to be published?
",Eureka,Eureka,The Masque of the Red Death,The Pit and the Pendulum,Berenice
1208,"The death penalty is the main theme of this poem by Oscar Wilde which contains the following often quoted lines:
",t each man kills the thing he loves," each let this be heard,","me do it with a bitter look,","me with a flattering word,","e coward does it with a kiss,"
1209,"What is the name of the main characters daemon in the novel The Golden Compass?
",Pantalaimon,Prantolemon,Pantalaimon,Prentaleman,Pancedelamon
1210,"What is the mysterious substance that is being researched in the North by Lord Asriel in Phillip Pullmans book The Golden Compass?
",Dust,Dust,Fairy Blood,Smoke,Glimmer
1211,"In the novel The Golden Compass, the Master gives the main character an Alethiometer and instructs her to deliver it to Lord Asriel.
",False,False,True,,
1212,"Who takes the main character of The Golden Compass as a personal assistant?
",Mrs. Coulter,The Master,Lord Asriel,Mr. Scoresby,Mrs. Coulter
1213,"In the book The Golden Compass, who is the main characters best friend that turns up missing?
",Roger,Roger,Tony,Iorek,Billy
1214,"The story of the novel The Golden Compass begins in the fictional Jordan College in Oxford.
",True,True,False,,
1215,"In the novel The Golden Compass, are the main character and her friends often at war with the local children of Oxford?
",Yes,No,Yes,,
1216,"In The Golden Compass, what is Lyras daemons favorite form to sleep in?
",Ermine,Canary,Tiny Lion,Ermine,Moth
1217,"In the novel The Golden Compass, what do the storytellers call those on the General Oblation Board?
",Gobblers,The Skraelings,Gobblers,Panserbjorne,Oblates
1218,"Who is Lyras uncle in Philip Pullmans novel The Golden Compass?
",Lord Asriel,Lord Asriel,The Librarian,Tony Makarios,The Master
1219,"In the book The Golden Compass, can adult daemons change into any form they want?
",No,No,Yes,,
1220,"In which English city was author Clive Barker born?
",Liverpool,Manchester,London,Chester,Liverpool
1221,"In Clive Barkers book Weaveworld, what is the name of the magical world which lies woven within a rug?
",The Fugue,The Fugue,The Scourge,The Kingdom,The Ararat
1222,"The novel Weaveworld was made into a comic series in 1991, published by which comic house?
",Epic Comics,Marvel Comics,Crossgen Comics,Epic Comics,D C Comics
1223,"What is the name of the magic sea in the book The Great and Secret Show?
",Quiddity,Ataraxia,Quiddity,Aquaratine,Meritania
1224,"The 1987 movie Hellraiser was based upon the Clive Barker novella The Damnation Game.
",False,False,True,,
1225,"In the Hellraiser film series, what is the name of the puzzle-box used to open the gateway to the other world?
",Lament configuration,Midnight configuration,Lacrimal configuration,Lament configuration,Pandemonium configuration
1226,"Complete the title of this Clive Barker novel, written as a fable for children: The Thief of _________.
",Always,Time,England,Baghdad,Always
1227,"Which Clive Barker novel tells a Hollywood ghost story?
",Coldheart Canyon,Absolute Midnight,Everville,Tortured Souls,Coldheart Canyon
1228,"Clive Barker had his screenplay for the remake of the Japanese monster film Gojira rejected because it was too dark and disturbing.
",True,True,False,,
1229,"This book that launched the Discworld series was first published in the U.K. in 1983.
",The Colour of Magic,Pyramids,The Light Fantastic,The Colour of Magic,Sourcery
1230,"Which surly, jaded denizen of Ankh-Morpork, depicted by Terry Pratchett, is Commander of the Night Watch?
",Samuel Vimes,Fred Colon,Samuel Vimes,Mustrum Ridcully,Lord Vetinari
1231,"Which one of these is not a guild from the fictional city of Ankh-Morpork?
",Sewer Workers Guild,Sewer Workers Guild,Seamstresses Guild,Assassins Guild,Fools Guild
1232,"In Terry Pratchetts Discworld series, Death once took over The Hogfathers job and attempted to deliver his version of holiday presents to all the children of Discworld, much like in Tim Burtons film, The Nightmare Before Christmas.
",True,False,True,,
1233,"Cohen the Barbarian, the greatest hero that Discworld has ever produced, is about 90 years old. He thinks that which one of these is not one of the greatest things in life?
",A lovely bit of music,Good dentistry,Hot water baths,A lovely bit of music,Soft lavatory paper
1234,"What popular musical was parodied by Terry Pratchetts 18th Discworld book, Maskerade?
",The Phantom of the Opera,Oklahoma,Cats,The Sound of Music,The Phantom of the Opera
1235,"Bloody Stupid Johnson, Discworlds famous dyslexic architect, is Terry Pratchetts version of Leonardo da Vinci.
",False,True,False,,
1236,"Discworld, the fictional planet on which Terry Pratchetts famous series of novels is set, is carried on the back of four great space elephants. What are the elephants standing on?
","ATuin, the star turtle",Four space mice,Nothing,"ATuin, the star turtle",The Milky Way
1237,"How many books of the Discworld series were published prior to 2007?
",35,35,30,29,32
1238,"What pen name did Isaac Asimov use for his science fiction series for teenagers titled Lucky Starr?
",Paul French,Paul French,Ivan Efremov,Richard Philips,John Riverside
1239,"Isaac Asimov and these other two writers were considered the Big Three science-fiction writers during Asimovs lifetime.
",Robert A. Heinlein and Arthur C. Clarke,Robert Heinlein and Frank Herbert,Robert A. Heinlein and Arthur C. Clarke,H. G. Wells and Arthur C Clarke,Frank Herbert and H.G. Wells
1240,"Which of these series was not written by Isaac Asimov?
",Dune series,Foundation series,Dune series,Galactic Empire series,Robot series
1241,"Isaac Asimov suffered from which of the following disorders?
",fear of flying,fear of flying,claustrophobia,Frankenstein complex,agyrophobia
