,Questions,Correct,A,B,C,D
1398,"Which structure served as a market place in an acnient Greek polis or city-state?
",agora,miki,kottabos,agora,agoranomos
1399,"The 1998 film, Theres Something About Mary, helped make this model turned actress one of the highest paid actresses in Hollywood. Who said Is that ...is that hair gel?
",Cameron Diaz,Hilary Swank,Drew Barrymore,Cameron Diaz,Reese Witherspoon
1400,"This world famous haute couture designer moved to Miami when he was selected as the costume designer for Miami Vice. What designer was gunned down outside his house by spree killer Andrew Cunanan?
",Versace,Givenchy,Versace,Ferre,Gucci
1401,"On June 17, 1994 actor and football legend O. J. Simpson, instead of turning himself into the authorities to be charged for the murder of his wife Nicole and her friend Ron Goldman, led the police on a slow speed chase on Interstate 405. O. J. Simpson was a passenger in the white Ford Bronco. Who drove the white Bronco?
",Al Cowlings,Robert Kardashian,Robert Shapiro,John McKay,Al Cowlings
1402,"Always a bridesmaid and never a bride. No more!  What daytime soap actress won an Emmy
",r her role as Erica Kane on her 19th try?,Susan Lucci,Melody Thomas Scott,Jeanne Cooper,Eileen Fulton
1403,"Many in Hollywood were nervous when this lady was arraigned on charges of pandering and tax evasion on August 9, 1993. Who was known as the Hollywood Madam or Madam to the Stars?
",Heidi Fleiss,Sydney Biddle Barrows,Heidi Fleiss,Polly Adler,Mona Stangley
1404,"Which of these movies won all five of the top categories: Best Picture, Best Actor, Best Actress, Best Director and Best Screenplay?
",Silence of the Lambs,The English Patient,Silence of the Lambs,Forrest Gump,Schindlers List
1405,"May 10, 1996 is considered the single deadliest day in the history of Mount Everest. Eight people lost their lives, including famed Everest mountain guides Rob Hall and Scott Fischer. Outside Magazine had contracted a writer to be a part of Rob Halls accent of Mount Everest. What writer turned his experience on Mount Everest into the non-fiction bestseller Into Thin Air?
",Jon Krakauer,Jon Krakauer,Beak Weathers,Anatoli Boukreev,Sebastian Junger
1406,"This invention by Karl Benz in 1886 revolutionized the world of transportation and soon became the main means of transport globally.
",Automobile,Train,Ship,Automobile,Airplane
1407,"This invention was first used in 1969 at UCLA as a means of communication between engineers and scientists associated with academics or government. It was not available for public use until the 1990â€™s.
",The Internet,E-mails,The Telephone,The Internet,Two-Way Radio
1408,"In 1908, this city became the first in the United States to institute chlorination of its water. Prior to this the death rate due to water born diseases, such as typhoid fever and cholera, were extremely high.
","Jersey City, New Jersey","Chicago, Illinois","New York City, New York","Boston, Massachusetts","Jersey City, New Jersey"
1409,"When did telephone companies first begin establishing trial networks, that use fibre instead of copper cables to carry live telephone traffic?
",in 1977,in 1997,in 1982,in 1972,in 1977
1410,"The invention of the internal combustion engine greatly increased the demand for which natural resource?
",Petroleum,Natural gas,Water,Coal,Petroleum
1411,"In 1955, Borax III became the first nuclear power plant to utilize nuclear fission to supply an entire town with electricity. Which town was that?
","Arco, Idaho","Avila Beach, California","Owego, New York","Arco, Idaho","Hahnville, Louisiana"
1412,"The first use of air conditioning for personnel comfort was in 1902, in which New York City building?
",New York Stock Exchange,Metropolitan Life Tower,Empire State Building,Woolworth Building,New York Stock Exchange
1413,"In 1895, this German physicist invented the use of electromagnetic radiation to take images of bones and organs inside the human body, which later led to the invention of the X-Ray Machine.
",Wilhelm Conrad RÃ¶ntgen,Paul Lauterbur,Peter Mansfield,Wilhelm Conrad RÃ¶ntgen,Godfrey Newbold Hounsfield
1414,"Earl Hindman, who passed away in 2003, was the man behind the fence in the American sitcom Home Improvement.
",True,True,False,,
1415,"Which Academy Award winning American actor who died in 2003 played Ed Norton on The Honeymooners?
",Art Carney,Paul Lynde,Jackie Gleason,Art Carney,Rodney Dangerfield
1416,"This flamboyantly-dressed announcer on The Price Is Right died on October 27th, 2003 in Los Angeles.
",Rod Roddy,Gene Rayburn,Randy Miller,Gene Olson,Rod Roddy
1417,"This western character actor was in the role of Deputy Jake in Support Your Local Sheriff with James Garner. Before his death on 20 October 2003, he often played the villain in westerns and openly said it was because of his lazy eye.
",Jack Elam,Boots Randolph,Jack Elam,Pat Hingle,Dan Haggerty
1418,"Actor Lee Marvin who starred in the Death Wish movies succumbed to cancer in 2003.
",False,True,False,,
1419,"This sassy matronly housekeeper on Give Me A Break! was 54 when she died in 2003.
",Nell Carter,Bev Carter,Barb Streisand,Bette Midler,Nell Carter
1420,"Tin soldiers and Nixon coming
",re finally on our own.,e the beginning lyrics of a Neil Young song about one states national guard firing into a group of student protesters. On what college campus did a tragic shooting leave four college students dead?,Kent State University,Ohio State University,Kent State University
1421,"The most famous battle of the Hundred Years War between England and France resulted in a massive French army being defeated by a much smaller English army, led by King Henry V. Where did this battle take place?
",Agincourt,Harfleur,Agincourt,The Somme,Calais
1422,"What battle of 1781 resulted in a decisive victory of the American army against Great Britain and caused the British government to negotiate an end of the American Revolutionary War?
",Battle of Yorktown,Battle of Yorktown,Battle of Valley Forge,Battle of Bunker Hill,Battle of Saratoga
1423,"It began on July 1st, 1916, and is considered by many, the most devastating battle of World War I, resulting in more than one million casualties.
",Battle of the Somme,Battle of Ypres,Battle of the Somme,Battle of Verdun,Battle of Galipoli
1424,"What city-state was the primary rival of Athens during the Peloponnesian war of 431 BC?
",Sparta,Byzantium,Sumer,Sparta,Babylon
1425,"During the Wars of Scottish Independence, this 1314 battle resulted in a decisive Scottish victory over England.
",Battle of Bannockburn,Battle of Falkirk,Battle of Culloden,Battle of Bannockburn,Battle of Inverness
1426,"The First Indochina War came to a dramatic and unexpected end when over 7,000 French soldiers were killed at which small Vietnamese village?
",Dien Bien Phu,Dien Bien Phu,Hanoi,Hue,Khe Sanh
1427,"Which battle of the Korean War in started on September 15, 1950 when United States marines launched a massive attack on a South Korean port?
",Battle of Inchon,Battle of Hungnam,Battle of Seoul,Battle of Inchon,Battle of Pusan
1428,"Which of the following is not associated with the Battle of Gettysburg, the bloodiest battle of the American Civil War?
",Bloody Lane,Picketts Charge,Cemetery Ridge,Bloody Lane,Little Round Top
1429,"Which countries were Israels enemies during the 1967 Arab-Israeli War, also known as the Six-Day War?
","Egypt, Syria, Jordan","Turkey, Jordan, Oman","Syria, Jordan, Iraq","Egypt, Syria, Turkey","Egypt, Syria, Jordan"
1430,"The Charge of the Light Brigade, which remained in history as a rather incompetent and unsuccessful cavalry charge, led by Lord Cardigan, occurred during which military conflict?
",The Crimean War,The Boer War,The Crimean War,The Franco-Prussian War,The Boxer Rebellion
1431,"It was just the musical chords of E and F played alternately back and forth but even to this day
",en you hear these chords you think DANGER. For what 1975 summer blockbuster did composer John Williams win an Oscar for Best Score?,Jaws,Halloween,E.T.,Jaws
1432,"During Operation Barbarossa, which began on June 22, 1941, the Red Army was found unprepared for a possible attack for what reason?
",All of these,The aviation units were not dispersed and ready for a battle,All of these,There was a disorganization in the armor units,Stalin didnt believe that the Third Reich was going to attack only two years after signing the Molotov-Ribbentrop Pact
1433,"The British colony of Hong Kong was finally defeated by Japanese Forces in December, 1941 on Christmas day. The locals called that day by what name?
",Black Christmas,Bloody Christmas,None of these,Black Christmas,Sad Christmas
1434,"On 18 February 1943, Joseph Goebbels gave a speech, aiming to persuade the Germans not to give up Nazi idealism. The speech was delivered in front of which building, located near Potzdamer Platz?
",Berlin Sportpalast,Brandenburg Gate,Berliner Dom,Berlin Sportpalast,Reichstag Building
1435,"Which top Nazi Leader, considered a possible successor of Hitler, chief of the Reich Main Security Office, and Reich governor of Bohemia and Moravia, was killed during Operation Anthropoid?
",Reinhard Heydrich,Martin Bormann,Heinrich Himmler,Reinhard Heydrich,Ernst Kaltenbrunner
1436,"Winston Churchill made the following statement about the battle that occurred between October 23 and November 3, 1942: Now this is not the end, it is not even the beginning of the end. But it is, perhaps, the end of the beginning. Name the battle.
",Second Battle of El Alamein,First Battle of El Alamein,Attack on Pearl Harbor,Operation Anthropoid,Second Battle of El Alamein
1437,"This major battle that the Germans failed during WW II became the largest armored engagement of all time, and included the most costly single day of aerial warfare in history.
",The battle of Kursk,The battle in Berlin,Operation Bagration in Belarus,The battle of Kursk,The battle of Normandy
1438,"What was the name of the bomb dropped over Nagasaki during WW II?
",Fat Man,None of these,Fat Man,Small Head,Little Boy
1439,"Rosie the Riveter was a character that represented all the women joining the workforce during World War II, when the factories were empty and needed staff. The picture of Rosie could be seen on many posters and stamps all of which had what slogan?
",We can do it!,We can do it!,Women can work!,We are strong!,Women support the war effort!
1440,"This organization, often referred to as a predecessor of the European Union, was founded after WW II to prevent the outbreak of such conflicts.
",European Coal and Steel Community,European Peace Institute,European Anti War Committee,European Commission,European Coal and Steel Community
1441,"The Cold war, which began in 1947 was a consequence of World War II. Who were the leaders of the two superpowers (The USA and the Soviet Union) at the beginning of the Cold War?
",Truman and Stalin,Truman and Stalin,Eisenhower and Kruschev,Eisenhower and Stalin,Molotov and Roosevelt
